SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
4804,"SOZRYQY12AB0188BE0",754269,"Live - Ao vivo","ARZEHMQ1187B9950C0",,"",,"Paulo Flores",0.0,337.08363,7,0.457,218.093,7,1.0,"Poema do semba",0,27e464ba-5b3f-4764-9519-c1bb0962c776,0.0,0.465801588869,0.312848330943,0.0,7,0.457,-7.775,0,0.393,331.564
4805,"SOJRGVK12CF5CFC527",395797,"Soul To Soul/ Texas Flood/ Couldn't Stand The Weather","ART3O5Z1187B9AB043",32.77815,"Dallas TX",-96.7954,"Stevie Ray Vaughan And Double Trouble",0.0,240.77016,6,0.703,112.719,4,0.048,"Cold Shot",1985,f5426431-f490-4678-ad44-a75c71097bb4,0.0,0.783037109548,0.544257505725,0.067,6,0.703,-10.958,1,0.612,234.551
4806,"SOAAAQN12AB01856D3",346208,"20 Años","ARAMIDF1187FB3D8D4",,"",,"Alejandro Lerner",0.0,153.36444,4,0.247,120.051,4,0.985,"Campeones De La Vida",0,aae1ec8e-ecd9-44ef-aca8-b5f44579ecce,0.0,0.556750823055,0.361587941532,0.235,4,0.247,-8.76,0,0.305,142.518
4807,"SOUIQBJ12AAFF43EE6",619110,"7 note 7","ARLYKKT11F4C83B350",,"",,"Claudio",0.0,317.77914,0,0.927,95.32,4,0.947,"Simple Lullaby (Do Maj)",0,,0.0,0.583704128913,0.0,0.0,0,0.927,-13.679,1,0.879,313.62
4808,"SORHNZF12AB0182AD4",345513,"Vers l'imaginaire","ARXYQYW122988F2066",,"",,"Clarisse Lavanant",0.0,182.59546,0,0.129,130.164,4,1.0,"Electron libre",0,,0.0,0.0824059229436,0.0,0.364,0,0.129,-8.339,1,0.536,175.171
4809,"SOMNZVI12AB0186A1B",726646,"Voyages","ARHTV1S1187FB547F8",,"",,"Marc Perrone",0.0,64.1824,0,0.574,63.295,7,0.0,"Padam padam",0,1c751614-47f2-40a0-939a-a296f68dc69e,0.0,0.456136674435,0.285591271518,0.0,0,0.574,-20.251,1,0.624,64.182
4810,"SOUROWU12A6D4F8EA6",57363,"Aquarela Do Brasil","ARC0MTS1187FB44C21",50.84838,"Brussels Belgium",4.34968,"Toots Thielemans",0.0,119.71873,2,0.666,218.681,4,0.97,"Five For Ellis",0,20404789-b0f3-43de-bbe1-f4fe39e83e87,0.0,0.641172817621,0.436769069709,0.235,2,0.666,-12.192,1,0.647,111.131
4811,"SOMASOQ12AB018ACC8",471174,"Live at FIP","ARAG1DX1187B98BB10",41.88415,"Chicago IL",-87.63241,"Ben Sidran",0.0,366.0273,10,0.094,85.952,4,0.541,"Everybody's boppin'",0,2f84b66f-06c5-4f45-b19a-b8947ca5b0ba,0.0,0.599935171947,0.356795543167,0.0,10,0.094,-12.547,0,0.13,366.027
4812,"SOCHEWB12AC4685ED1",686089,"En toute complicité","ARLPXQE1187B99066C",-6.17144,"jakarta",106.82782,"Bonita & Jerry Cormier",0.0,181.10649,0,1.0,120.002,4,0.588,"Sans ton amour",0,f2433a8e-78a5-4760-9fc2-d27b0a3038d6,0.0,0.477963013508,0.427015342984,0.086,0,1.0,-9.737,1,0.969,176.332
4813,"SOHHZTL12A8C1363B4",155134,"Alba Molina","AR508LN1187B996F4E",,"",,"Lole y Manuel",0.0,145.55383,6,0.487,148.105,4,0.376,"Tango de la Flor (Album Version)",0,863de8b5-4283-48f4-84fa-330cd073f84a,0.0,0.571833795936,0.414985282439,0.583,6,0.487,-10.905,1,0.593,145.554
4814,"SOCJPYJ12AB0188BCC",802321,"'77 In '97","ARD6S3O1187FB3F1F0",,"",,"Special Duties",0.0,162.87302,11,0.377,135.386,1,0.0,"I Am The Curse (Duties Demo)",0,e1310352-9e1d-48f9-bf73-41fe6ba12291,0.0,0.51401283293,0.332837724778,0.107,11,0.377,-7.89,0,0.255,157.768
4815,"SOZRJUQ12A81C1F779",179245,"Bottom Belle","ARWFMDC122988EFD33",,"",,"African Rhythm Messengers",0.0,235.28444,0,1.0,115.196,4,0.863,"baby Wayo",0,,0.0,0.297689426335,0.326179708982,0.363,0,1.0,-10.703,1,0.793,225.75
4816,"SOIHEVW12A8C13D051",218869,"Life is a Stage","AR78ZID1187B9B31ED",18.11526,"Jamaica",-77.27348,"Mikey Dread",0.0,201.9522,7,0.953,175.628,1,0.0,"Pound a Weed",0,85fcc6c7-4b54-40dd-bd0e-0df68309acea,0.0,0.58568314983,0.360445765807,2.873,7,0.953,-9.351,1,0.772,187.96
4817,"SOQTEHM12A8C1388E6",103148,"Boom-Shack-A-Lack","ARB4ROA1187B9ACAEC",,"Jamaica",,"Junior Reid",0.0,326.00771,6,0.232,158.242,4,0.27,"Boom-Shack-A-Lack (12" Mmix / Bonus Tra)",1998,065324d1-12c2-485f-955d-9eef408f92a6,0.0,0.622940427572,0.370962958111,0.194,6,0.232,-8.28,0,0.336,315.408
4818,"SOUBKZQ12AB0188926",368613,"In Search Of A Dream","ARDUWD61187FB58F58",32.78115,"Charleston SC",-79.9316,"Alphonse Mouzon",0.0,355.21261,7,0.508,96.931,1,0.0,"The Ram And The Scorpio",1977,e03a1f26-23b5-43b9-bb7b-0f3314049abc,0.0,0.503912373325,0.331193537369,0.124,7,0.508,-8.127,1,0.627,341.275
4819,"SOCVJVC12A67FFB40C",70133,"Long Before Rock 'n Roll","ARR6MOS1187B994C51",,"Borlänge",,"Mando Diao",0.0,306.18077,4,0.0,87.785,3,0.531,"Popovic",2006,ea854cc1-13fc-4fd0-86a5-d2c7dba06764,0.0,0.807779927796,0.486825413499,0.827,4,0.0,-4.118,0,0.077,294.522
4820,"SOHWHDA12AC3DF5493",594430,"King of the Gospel Singers","ARJQ5JM1187FB486C7",35.83073,"Tennessee",-85.97874,"James Blackwood with The Light Crust Doughboys",0.0,138.16118,7,0.51,116.521,1,0.0,"This World Is Not My Home",0,f9d96463-406a-4c63-885a-d85bb20215d3,0.0,0.367680745151,0.0,0.438,7,0.51,-10.654,1,0.592,125.103
4821,"SOHHLEA12AB017BD6E",533742,"Superpop Venezuela","ARYLSGC11F43A69EF6",,"Venezuela",,"Los Amigos Invisibles",0.0,420.62322,10,0.726,200.039,3,0.615,"San Agustin",0,c694bf65-83e9-47d5-aeb3-bb68f78ef981,0.0,0.700716632522,0.370679833987,0.0,10,0.726,-9.514,1,0.442,417.599
4822,"SOIDUUW12A8C13DF25",112652,"Jump_ Jive an' Wail: The Essential Louis Prima","ARIK8T31187B9A4D4F",,"",,"Louis Prima And Keely Smith",0.0,159.16363,10,0.131,108.498,3,1.0,"I've Got You Under My Skin",1960,a4d12e02-1150-4a60-82e9-2692a7cfcda2,0.0,0.578998679186,0.390828595508,0.153,10,0.131,-12.675,1,0.226,153.397
4823,"SOWFODK12A6D4FD35E",175817,"Clarence Profit","ARBQ69D1187FB4D62D",,"",,"Clarence Profit",0.0,166.97424,8,0.347,161.387,7,0.396,"Tropical Nights",0,bd3f051f-643b-4494-b5e2-ee59091ed2e8,0.0,0.303495172838,0.302679047081,0.16,8,0.347,-24.399,1,0.379,162.104
4824,"SOKYOBT12A6D4FBBB0",127775,"Alive in Torment","ARLSF8H1187B9A76B0",,"Oslo Norway",,"Dimmu Borgir",0.0,186.56608,2,0.257,83.108,5,0.422,"Puritania",2001,17167af8-c1da-45cc-bba2-9d23f068b7a3,0.0,0.826075466699,0.59960264265,0.0,2,0.257,-3.086,1,0.304,184.123
4825,"SOBKJPO12AC3DFA006",604089,"Echoes Of Tomorrow","ARFEV5S1187B99F2EA",56.95468,"Canada",-98.30897,"Aeoliah",0.0,295.10485,0,0.0,130.77,1,0.0,"We Are One Light",0,585a9c75-dcca-4019-97df-899921f841f9,0.0,0.549395618735,0.379408534762,11.064,0,0.0,-36.037,1,0.0,273.45
4826,"SOMIWET12A8C13EDBD",223566,"South Texas Swing","ARSEUOO1187B999569",29.57535,"Moulton TX",-97.14306,"Adolph Hofner",0.0,152.0322,4,0.376,105.169,1,0.0,"We Played A Game",0,c6b33d88-4c2f-4453-a781-e0abb4de7a69,0.0,0.329024039671,0.253660035117,0.258,4,0.376,-18.299,0,0.498,145.56
4827,"SOGMBVZ12A8C139077",102413,"Radiopirate","ARLIUIR11F4C8434D8",,"",,"Kostis Maraveyas",0.0,247.7971,0,0.887,90.0,4,0.404,"Love Alone",0,,0.0,0.21977559033,0.217520891453,0.293,0,0.887,-10.156,1,0.815,239.015
4828,"SOMWIUL12A8C13C06F",264720,"Salsa Legende - Best of Ray Barretto_ vol. 2","ARZCHLM1187FB495C3",,"Brooklyn NY",,"Ray Barretto",0.0,187.34975,7,0.854,144.722,4,0.298,"Dame Tu Carino",0,169153fd-ba80-401a-8ccd-2825efaf9155,0.0,0.614431579567,0.383211422216,0.154,7,0.854,-8.806,0,0.594,183.397
4829,"SOSLLDN12AB018CA89",803088,"Cantan Al Amor Y La Amistad","ARMTT971187B99386F",,"",,"Israel & Moises",0.0,213.65506,11,0.491,130.042,4,0.0,"El Amor De Mi Vida",0,c060712e-e8a5-4a38-bd7f-c0e2a4cbc86f,0.0,0.593753665769,0.397238922479,0.154,11,0.491,-10.543,0,0.464,204.127
4830,"SOVQPYC12A8C13B13C",244177,"Besos","AR67FTZ1187B9975EC",,"NY - New York City",,"María",0.0,259.86567,9,0.6,93.22,4,0.691,"Cuenta Conmigo",0,b7590fab-4195-4056-aff1-2a3d3f4b7c84,0.0,0.642907249227,0.355899038459,0.0,9,0.6,-12.178,1,0.51,237.656
4831,"SOVGYMU12A8C135147",147291,"Never Look Back","ARCRR5X1187FB3BD4A",,"",,"Elva Hsiao",0.0,233.37751,10,0.521,97.001,4,0.631,"Lonley",0,753e60ac-cfec-47e7-b1a6-d116cfd31050,0.0,0.482212869992,0.374531255441,0.467,10,0.521,-9.917,0,0.298,214.46
4832,"SOMTOKI12A8C13AE40",244082,"Journey of Joy","ARHNMEZ11F50C4706C",35.83073,"Tennessee",-85.97874,"Karen Peck & New River",0.0,218.98404,11,0.72,123.586,4,0.591,"Behind The Line Of Grace",0,c926a04a-df7f-43b0-8e5b-8976ab4d3e8f,0.0,0.325700770999,0.373832894365,0.189,11,0.72,-8.504,1,0.659,209.107
4833,"SOYIFLO12AB01877B3",554760,"Matumago X Press","ARULHJM1187B997004",,"",,"Word",0.0,187.97669,8,0.254,103.995,4,0.831,"Il rosso",0,38f0411c-a411-4d20-aa28-c06b4e1cd397,0.0,0.638880206128,0.246340713562,0.0,8,0.254,-3.96,1,0.348,184.546
4834,"SOYCOEX12AB018B5DF",775078,"Option Paralysis","ARMAC4T1187FB3FA4C",40.82624,"Morris Plains NJ",-74.47995,"The Dillinger Escape Plan",0.0,281.23383,8,0.001,120.085,4,0.0,"Parasitic Twins",2010,1bc41dff-5397-4c53-bb50-469d2c277197,0.0,0.839962768151,0.541888972034,0.06,8,0.001,-6.991,0,0.063,263.413
4835,"SOELUFA12AB01805B5",535120,"Sieze The Day And Other Stories","ARZ1YNY1187B9B673A",49.38426,"CANADA - Ontario",-84.75627,"Carolyn Arends",0.0,231.36608,7,0.033,97.958,4,0.654,"Happy",0,41abe964-3f30-42c7-b020-3f43ce2efea0,0.0,0.494269054553,0.378208270572,0.469,7,0.033,-6.953,1,0.389,226.11
4836,"SORVGNO12AB01842EB",543005,"Rock On","ARVAE6W1187FB3CAF3",,"",,"The Refreshments",0.0,239.41179,10,0.257,142.367,3,0.36,"Midnight",0,f115c91a-2f30-4c0a-a6ce-e67411f2247f,0.0,0.565452291658,0.35241012681,0.374,10,0.257,-7.556,1,0.368,232.983
4837,"SOJVHBP12AB01877F3",505148,"Le Rock C'Est Ca","AR8JQ521187FB491AA",,"",,"Vince Taylor",0.0,200.04526,6,0.0,180.733,1,0.001,"Sweet Little Sixteen",0,00793456-2e3f-49ab-9439-84efe81dc0e2,0.0,0.48915883251,0.304642724612,0.636,6,0.0,-5.085,0,0.196,194.81
4838,"SODPLCX12A8C13A2F8",264430,"Jimmy Witherspoon & Panama Francis' Savoy Sultans","AR6Y8JF1187B9BA1D5",33.92192,"Gurdon AR",-93.14939,"Jimmy Witherspoon",0.0,197.51138,1,0.556,92.643,4,0.805,"Rain Keeps Falling Down",0,1eaf1688-4f52-49e8-98bc-743828fe3e7e,0.0,0.501726333269,0.353441853006,0.189,1,0.556,-9.825,1,0.138,189.544
4839,"SOUCHOR12A58A81155",19114,"Fireflies","ARVNGA71187FB3C107",,"Nashville TN",,"Faith Hill",0.0,246.09914,0,0.621,119.06,4,1.0,"I Want You (Album Version)",2005,406552d4-5ba1-4226-b7c0-367bc50fc767,0.0,0.882111591224,0.670106172837,3.698,0,0.621,-9.695,1,0.609,221.373
4840,"SOPBSOW12AB01851A8",345404,"The Very Best of Capleton Gold","ARNZPLV1187FB3DF5D",,"",,"Capleton",0.0,217.86077,11,0.485,97.997,4,1.0,"Bumbo Red",0,93dda03d-c1d3-42c2-80b0-fa71bc20262b,0.0,0.662250483665,0.410053622676,0.168,11,0.485,-11.222,0,0.621,211.487
4841,"SOMGPML12A8C13AE8C",214092,"Antidotes","ARVXV1J1187FB5BF88",,"oxford",,"Foals",0.0,315.27138,9,0.618,156.917,5,1.0,"Red Socks Pugie",2008,6a65d878-fcd0-42cf-aff9-ca1d636a8bcc,0.0,0.842577664477,0.514522578266,0.0,9,0.618,-6.611,0,0.591,293.494
4842,"SOIBGHG12A6D4F7514",38873,"No te apartes de mi","ARNNHLN1187FB42912",29.07904,"Hermosillo Sonora Mexico",-110.94695,"Yahir",0.0,245.34159,9,0.261,104.0,4,0.627,"No Te Apartes De Mi",0,4eccbfad-11fc-4d5b-9e74-e3f1f0b422a6,0.0,0.598636433949,0.415235932902,2.775,9,0.261,-9.044,0,0.352,230.197
4843,"SOBFLPE12A6D4F8687",50798,"Love Songs","ARXPPEY1187FB51DF4",,"",,"Michael Jackson",0.0,251.66322,1,0.265,152.448,4,0.0,"Ain't No Sunshine",1972,f27ec8db-af05-4f36-916e-3d57f91ecf5e,0.0,0.866519754051,0.766545450757,3.373,1,0.265,-11.881,1,0.434,243.873
4844,"SOCQBIM12A8C14419E",375387,"Sci-Fi Themes","ARMFXPI1187B99717E",,"",,"The London Theatre Orchestra",0.0,123.95057,0,0.489,129.418,4,0.639,"War Of The Worlds",0,9ff1f844-3f1b-4714-9cf6-f80cb4cb4565,0.0,0.332421635339,0.314494836503,0.351,0,0.489,-13.057,0,0.54,117.255
4845,"SOBFTYI12AB01849FC",665465,"John Brown Or Die: A Revival You Can Believe In","ARA0YAE1187B9B1D16",35.21962,"North Carolina",-80.01955,"John Brown",0.0,196.57098,0,0.72,130.119,4,0.75,"Sarah Palin {I Wanna Lay Pipe} [Remix]",0,56ad0acd-c2aa-4293-a71a-eede69bd08f0,0.0,0.641525136191,0.387181941622,0.125,0,0.72,-5.881,1,0.556,193.875
4846,"SOLJYHM12AB0186497",459993,"The Latin Side Of Vince Guaraldi","AR1RHCO1187B9AF0BF",37.77916,"San Francisco CA",-122.42005,"Vince Guaraldi",0.0,201.42975,9,0.434,124.391,3,0.318,"Corcovado",1964,05b5488d-7141-4b21-819b-d4713abf2a98,0.0,0.57810362972,0.414892612437,0.41,9,0.434,-18.7,0,0.449,192.435
4847,"SOQHIVE12A8C143339",477362,"Jug Band Waltz","AR5GLIU1187FB4638A",,"Memphis TN",,"Memphis Jug Band",0.0,146.15465,1,0.255,143.031,4,0.434,"Going Back To Memphis",2001,a147eefb-0e07-432d-bd1f-8edf7679a7da,0.0,0.506126773892,0.350787890875,0.427,1,0.255,-21.852,1,0.523,138.553
4848,"SOCWFBD12AB018BB72",602481,"Sensual","ARD4NPT1187FB36EE9",,"",,"Roberto Perera",0.0,224.93995,7,0.081,129.988,4,0.599,"A Puro Dolor",0,6301e344-01f0-4efb-86d3-cb0269cd0c64,0.0,0.35650010965,0.290140187675,0.431,7,0.081,-10.925,1,0.37,218.802
4849,"SOJGADT12A81C22EAB",465292,"Concept Of Life","ARVUN5F1187FB4CCC7",,"Kingston Jamaica",,"Beenie Man",0.0,213.10649,8,0.383,98.028,4,1.0,"Politrix",2006,0d85b9f2-802d-48bb-aa85-6a9668869053,0.0,0.729212274097,0.481339308574,0.154,8,0.383,-6.109,1,0.494,202.693
4850,"SOZSFWO12A58A79215",807470,"Irreverse","AR1XR3N1187FB372C5",,"",,"Koordinate Of Wonders",0.0,218.74893,0,0.956,158.913,4,1.0,"Castle of KoFW",2006,5241d4c1-7eee-485f-9414-219bf0d31008,0.0,0.0584009372349,0.0,0.0,0,0.956,-9.325,1,0.81,209.937
4851,"SOYBZCP12AB018042D",602410,"Dances_ Prayers_ & Meditations For Peace","ARXJSHW1187B9A2A52",25.72898,"Miami FL",-80.23742,"Nestor Torres",0.0,249.44281,10,0.846,93.975,4,0.052,"Peace With Myself",0,cdf09cd2-59e0-4953-839f-bea3bbb07b1b,0.0,0.485921285721,0.353156297467,0.165,10,0.846,-9.94,0,0.621,245.783
4852,"SOZNQQQ12AF72ABF9F",264720,"Salsa Legende - Best of Ray Barretto_ vol. 2","ARZCHLM1187FB495C3",,"Brooklyn NY",,"Ray Barretto",0.0,348.76036,2,0.416,129.151,1,0.0,"Vine Pa'echar Candela",0,169153fd-ba80-401a-8ccd-2825efaf9155,0.0,0.614431579567,0.383211422216,0.178,2,0.416,-9.086,0,0.458,345.356
4853,"SOBOUQL12AB0181364",356768,"Marlene Dietrich","ARKETDZ1187B9B2566",50.82607,"Sch�erg Germany",7.28021,"Marlene Dietrich",0.0,190.04036,10,0.546,82.286,1,0.454,"When Love Dies",1991,191cba6a-b83f-49ca-883c-02b20c7a9dd5,0.0,0.616896590689,0.41650394637,0.615,10,0.546,-22.166,1,0.608,176.791
4854,"SOAEEXM12A8C13D6E3",266849,"London Zoo","AR040M31187B98CA41",,"",,"The Bug Featuring Spaceape",0.0,327.99302,2,0.5,96.02,5,0.81,"Fuckaz",2008,eddd6562-ab2a-4a26-a53a-2141854a57df,0.0,0.651952138716,0.449693997768,0.165,2,0.5,-7.843,1,0.371,311.124
4855,"SODBRHC12A8C141562",473832,"Eric Release (2041)","ARCBDKH11F4C8477E9",,"",,"Erik Tronic",0.0,257.09669,9,0.486,129.977,4,0.623,"Kyotronics",0,,0.0,0.40272116423,0.239559709697,0.16,9,0.486,-7.352,1,0.537,242.863
4856,"SOABUIH12A6D4F8DB3",57102,"Über alles in der Welt / Ihr hated nur (Remix)","ARYKXSD1187B9A4DAD",,"",,"Hecklah & Coch",0.0,263.33995,8,0.287,91.767,3,1.0,"Ihr hated nur (P-Dog Remix)",0,f57585d3-5356-4e8d-85cc-5f2a14a0cba2,0.0,0.480062114456,0.330212698901,0.0,8,0.287,-4.006,1,0.333,260.371
4857,"SOKSIJS12AC468CB3B",779324,"En vrai","ARKIQSL1241B9C90C8",,"",,"Fred Merpol",0.0,209.26649,1,0.035,156.371,1,0.0,"Y'a d'l'abus",0,,0.0,0.377366436061,0.0,0.0,1,0.035,-12.209,1,0.294,209.266
4858,"SOUAMVI12A58A7A7D7",199593,"Introducing&","AR36F9J1187FB406F1",56.27609,"Denmark",9.51695,"Bombay Rockers",0.0,212.71465,8,0.577,109.984,4,0.0,"Rock Tha Party",2004,99186cd1-81d3-44b0-8215-8cff400f97a9,0.0,0.531757816309,0.335933116022,0.096,8,0.577,-4.336,1,0.574,206.692
4859,"SOFWNNU12A8C13BCB3",299730,"Hijo De La Luna","ARDR4AC1187FB371A1",,"",,"Montserrat Caballé",0.0,198.13832,10,0.311,71.285,3,0.903,"The Phantom Of The Opera/Wishing You Were Somehow Here Again",1994,a96e61bc-1da0-45d0-816d-ebd00b70ff9d,0.0,0.522197175241,0.391370587218,4.952,10,0.311,-15.585,1,0.451,194.247
4860,"SOBAJTX12A8C13175F",240566,"Brazilian Sunset","AR1N6N61187FB4E25E",23.0833,"Havana Cuba [Jesus Maria]",-82.4167,"Mongo Santamaria",0.0,235.49342,0,0.479,129.871,3,1.0,"Soca Mi Nice",0,915f84de-eac2-4e78-99ad-9ab6e2c50af6,0.0,0.54003774898,0.360053306539,0.0,0,0.479,-9.396,1,0.498,225.454
4861,"SOGHNAC12CF5663C17",777599,"The Legendary Kenny Rogers","ARO4WQR1187B9B9825",,"Houston TX",,"Kenny Rogers",0.0,135.36608,5,0.531,154.783,1,0.0,"Where Does Rosie Go?",2003,c3d14b41-a48d-488f-bfed-ce0597bb0b1f,0.0,0.742548134638,0.625428356113,0.201,5,0.531,-12.965,1,0.516,123.635
4862,"SOVKRNJ12CF5F876BB",229064,"Frank","ARWD25M1187FB4C563",,"London",,"Amy Winehouse",0.0,274.99057,10,0.18,192.668,4,0.647,"In My Bed",2003,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,0.0,0.835596474134,0.596775654228,2.032,10,0.18,-3.154,0,0.529,265.468
4863,"SOCVTWK12AB0187F54",807251,"Counterfeit","ARB90161187B98CDFE",,"Los Angeles CA",,"Cirrus",0.0,193.72363,5,0.065,180.012,4,0.0,"Boomerang (Reprise)",2002,53a53473-a6e6-421e-875d-45eee18827f2,0.0,0.606575679456,0.398394107052,5.973,5,0.065,-6.149,1,0.507,188.929
4864,"SOKLAAC12AB01890F7",472408,"Sinners Stick Together","ARW2Y3Q1187FB38020",42.3519,"Brighton MA",-71.14566,"The Sterns",0.0,151.82322,5,0.414,157.751,4,0.894,"Supreme Girl",2006,c73fa6e6-3276-4d8e-98a4-50ad276089f3,0.0,0.487871932466,0.367464833037,0.148,5,0.414,-4.031,0,0.528,142.089
4865,"SOQZOZZ12A6D4F8134",45957,"Fuse_ The","ARGFFA01187B9A2D11",33.86404,"Hermosa Beach CA",-118.39535,"Pennywise",0.0,242.33751,10,0.621,119.981,4,0.004,"Lies",2005,5c210861-2ce2-4be3-9307-bbcfc361cc01,0.0,0.81699818908,0.512229189391,0.142,10,0.621,-5.808,0,0.513,229.535
4866,"SOEGRMM12AB01856CB",650836,"Underneath The Arches - 20 British Memories","ART9Z1P1187FB36C94",6.47279,"Venezuela",-66.58904,"Edmundo Ros",0.0,174.86322,7,0.427,120.923,7,0.615,"The Wedding Samba",0,af06ac05-d9ec-4a5d-a637-aa75830f08d8,0.0,0.448026304494,0.323634923325,0.385,7,0.427,-18.697,0,0.48,168.861
4867,"SOPNXEF12AB018C59D",813167,"Drum Set Variations","ARZ3BA51187B998A3E",,"",,"Pheeroan Aklaff",0.0,145.97179,7,0.0,135.397,4,0.648,"Hispaniola A",0,360cb0b5-dc4e-4fd5-b52c-efe4b0e9e27a,0.0,0.359693511134,0.0,0.0,7,0.0,-15.975,1,0.139,132.272
4868,"SOCBEID12A58A79E49",534680,"John Williams - Greatest Hits 1969-1999","AR039B11187B9B30D0",,"NEW YORK New York",,"John Williams",0.0,184.45016,5,0.012,104.32,4,0.0,"The Imperial March from The Empire Strikes Back",0,fb9719bf-c477-4223-b319-986eb4168a91,0.0,0.705287678078,0.517298018026,0.107,5,0.012,-15.857,0,0.123,179.926
4869,"SOWPTXM12AF729D122",456702,"The Piper At The Gates Of Dawn","ARD4C1I1187FB4B0C3",,"London England",,"Pink Floyd",0.0,187.42812,4,0.832,54.398,4,0.0,"Matilda Mother (Stereo) (2007 Remaster)",1967,83d91898-7763-47d7-b03b-b92132375c47,0.0,0.818042044373,0.638906376718,0.647,4,0.832,-10.813,1,0.727,170.475
4870,"SOJKKDN12A8AE47D54",185630,"Joyful","ARN03F71187FB4E3F4",,"United States",,"Ayo",0.0,244.06159,10,0.337,118.509,4,0.692,"Down On My Knees",2006,633c13a3-335a-466f-8e01-535837faeff5,0.0,0.52259018455,0.390641235878,0.0,10,0.337,-10.167,0,0.399,238.039
4871,"SOLXSAG12AB01874BD",414918,"Gold","ARXPPEY1187FB51DF4",,"",,"Michael Jackson",0.0,217.96526,8,0.248,100.648,1,0.047,"Morning Glow",1973,f27ec8db-af05-4f36-916e-3d57f91ecf5e,0.0,0.86652031981,0.766545450757,0.461,8,0.248,-8.486,1,0.365,204.98
4872,"SOGTMTG12A8C130480",773765,"Cant Stop Us Now","ARB4ROA1187B9ACAEC",,"Jamaica",,"Junior Reid",0.0,215.14404,7,0.429,128.769,4,0.835,"Mr Big Man",0,065324d1-12c2-485f-955d-9eef408f92a6,0.0,0.622940427572,0.370962958111,2.148,7,0.429,-6.487,1,0.423,209.328
4873,"SOBLADF12AB01860F5",405750,"Les vacances","ARW86ZJ11A348EFE7F",44.83663,"Bordeaux",-0.58104,"Edgar De L'est",0.0,317.28281,2,0.0,125.026,3,1.0,"Slavinka",2002,35f5bfae-0a49-4371-adb7-b7e1644df9b3,0.0,0.442111200272,0.162615582329,0.0,2,0.0,-8.328,1,0.128,303.166
4874,"SOXWQWO12A8C13BF20",299880,"Kent","AR1SQSG1187B9AC782",,"Eskilstuna Sweden",,"Kent",0.0,222.53669,9,0.576,135.776,3,0.934,"Vad två öron klarar",0,ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9,0.0,0.700570065019,0.487595647696,0.276,9,0.576,-11.284,1,0.693,202.211
4875,"SOOIXVH12AC3DF9B00",684333,"Borboreo","ARLCGW21187B9929EE",,"",,"Juan Carmona",0.0,203.85914,4,0.039,64.475,4,0.0,"Nino ven pa'ca",0,f8b180f7-eca1-43b8-93c1-c2560edcca21,0.0,0.41091288073,0.312678559631,0.263,4,0.039,-10.0,1,0.218,199.732
4876,"SOFSQER12AB0187CE5",511811,"12 Vivos","ART6QCS1187FB40CBD",,"",,"Los Auténticos Decadentes",0.0,205.06077,8,0.449,91.699,4,0.0,"El Gran Señor",1997,2d6d27d3-b18b-4436-b174-b155ca917ab6,0.0,0.610330728064,0.407821564861,0.0,8,0.449,-6.203,0,0.493,205.061
4877,"SOCRJDR12A8C139007",95078,"America's bugle calls","ARCVMYS12454A51E6E",,"",,"The Sun Harbor's Chorus-Documentary Recordings",0.0,37.01506,10,0.214,125.124,4,0.0,"The Air Force song : Evening colors sequence",0,,0.0,0.41994127477,0.24913722954,0.403,10,0.214,-17.527,1,0.628,37.015
4878,"SOHMODT12A8C13735C",94278,"20th Century Masters: The Millennium Collection: Best Of Roy Buchanan","AR6HAZT1187FB4A3AA",35.48703,"Ozark AR",-93.8277,"Roy Buchanan",0.0,329.66485,9,0.952,119.089,3,0.731,"Hey Joe",1974,82ad256f-8036-4318-98cb-e9b1e36c39e6,0.0,0.605278303318,0.395273631551,0.275,9,0.952,-8.88,1,0.628,316.894
4879,"SORVFBF12A8AE488AE",138556,"La Extraordinaria Paradoja Del Sonido Quijano","ARAIJG51187B9B97A4",,"",,"Café Quijano",0.0,255.39873,2,0.056,152.001,4,0.443,"En Algún Rincón",1999,227f3e04-feb2-4741-b73f-70e266d32bf0,0.0,0.551682526284,0.352338667915,0.2,2,0.056,-5.635,1,0.479,251.669
4880,"SOXQPRR12AB018091F",637540,"It's Not Me_ It's You (Special Edition)","ARKZJ301187FB521B2",,"LDN",,"Lily Allen",0.0,187.24526,3,0.344,132.61,4,0.0,"22 (Acoustic)",2009,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,0.0,0.916058238483,0.53540837923,0.0,3,0.344,-8.295,1,0.476,179.989
4881,"SOQLCJK12AB018DB42",681318,"Revolver","ARBEOHF1187B9B044D",,"Bay City MI",,"Madonna",0.0,564.94975,10,0.72,85.318,1,0.735,"Revolver [Tracy Young's Shoot To Kill Remix]",0,79239441-bfd5-4981-a70c-55c3f15c1287,0.0,0.915823253033,0.655283798415,0.461,10,0.72,-4.204,0,0.631,555.537
